company	Year	FCFF	TotalDebt	Revenues	NetCapExp	EBITDA	TaxRate	NetIncome
TECHNOFAN	2004	-1.5305924	-0.504	-3.94	0.436	-1.288	0.00558	-0.908
TECHNOFAN	2005	-1.5305924	-0.504	1.14	0.436	-1.288	0.00558	-0.908
TECHNOFAN	2006	-0.1742384	0.466	3.14	-0.214	-1.368	-0.05232	-1.208
TECHNOFAN	2007	-1.7737944	1.916	4.65	-0.454	-1.818	-0.07582	-0.138
TECHNOPOLIS OYJ	2003	1.4987368	-17.868	-5.826	-1.796	-1.616	-0.14792	-4.984
TECHNOPOLIS OYJ	2004	3.1287368	-1.528	2.914	-4.916	-0.336	-0.14792	-3.164
TECHNOPOLIS OYJ	2005	12.0725928	0.412	3.644	-11.896	1.344	0.03498	-1.474
TECHNOPOLIS OYJ	2006	3.5855168	108.272	-18.516	-7.336	-6.076	0.15278	-5.004
TECHNOPOLIS OYJ	2007	-20.2855832	-89.288	17.784	25.944	6.684	0.10808	14.626
TECNOMEN OYJ	2003	-5.0560414	0.468	-15.628	-0.258	-13.002	-0.12726	-12.539392
TECNOMEN OYJ	2004	0.9139586	0.278	-10.208	-0.828	-6.322	-0.14756	-5.727652
TECNOMEN OYJ	2005	-3.7103674	-0.332	-3.988	0.252	1.608	0.04384	3.512348
TECNOMEN OYJ	2006	8.5098386	0.028	13.492	0.572	12.108	0.00044	10.142348
TECNOMEN OYJ	2007	-0.6573884	-0.442	16.332	0.262	5.608	0.23054	4.612348
TED BAKER PLC	2003	-4.9019476	1.988	-31.462	2.45	-5.296	0.01768	-2.536
TED BAKER PLC	2004	0.9641684	1.988	-12.812	-1.57	-2.306	0.00938	0.264
TED BAKER PLC	2005	-1.1172316	-1.262	4.098	1.71	1.044	0.00008	2.914
TED BAKER PLC	2006	2.7697624	-0.702	16.178	-1.17	2.324	-0.00602	-1.066
TED BAKER PLC	2007	2.2852484	-2.012	23.998	-1.42	4.234	-0.02112	0.424
TEKLA OYJ	2003	-1.0423768	-0.322	0.09	3.178	-5.688	-0.0838	-5.4660032
TEKLA OYJ	2004	-3.1723768	-0.322	-1.57	-1.132	-5.158	-0.1687	-5.2273922
TEKLA OYJ	2005	-9.0823768	-0.322	-3.49	-1.022	-3.898	0.1477	-2.7718202
TEKLA OYJ	2006	2.7979472	1.018	-3.43	0.038	3.702	0.0115	4.5526078
TEKLA OYJ	2007	10.4991832	-0.052	8.4	-1.062	11.042	0.0933	8.9126078
TELECOM PLUS PLC	2003	-6.2213468	0.26	-52.908	-0.164	-2.638	0.00502	-2.274
TELECOM PLUS PLC	2004	-3.0880478	0.01	-29.118	-0.154	2.452	0.01632	2.766
TELECOM PLUS PLC	2005	-7.2023968	-0.09	-8.478	-0.014	1.762	-0.00518	2.016
TELECOM PLUS PLC	2006	7.3042602	-0.09	25.392	0.256	-3.438	0.00912	-3.604
TELECOM PLUS PLC	2007	9.2075312	-0.09	65.112	0.076	1.862	-0.02528	1.096
TELEGATE AG	2003	-15.2495966	21.566	-34.232	-21.936	-14.084	-0.15854	-36.6
TELEGATE AG	2004	10.1861454	-1.844	-11.162	0.314	-2.784	-0.11524	-0.12
TELEGATE AG	2005	19.1081904	-6.574	16.058	4.484	12.036	-0.04384	18.82
TELEGATE AG	2006	9.1878654	-6.574	0.248	10.084	14.416	0.01056	19.52
TELEGATE AG	2007	-23.2326046	-6.574	29.088	7.054	-9.584	0.30706	-1.62
TELELOGIC AB	2003	36.2748228	-63.216	-61.378	-16.814	-97.118	-0.33554	-86.926
TELELOGIC AB	2004	-132.9978682	-68.256	-245.458	-6.794	-111.738	0.66446	-90.306
TELELOGIC AB	2005	-28.4171682	-108.816	-143.158	18.826	33.032	-0.07524	32.754
TELELOGIC AB	2006	19.0038518	-78.716	107.502	11.246	66.572	-0.15454	74.884
TELELOGIC AB	2007	106.1363618	319.004	342.492	-6.464	109.252	-0.09914	69.594
TELENOR ASA	2003	-8937.186	-1970.2	-15794.6	5156.8	-8328	-0.12402	-5619.878
TELENOR ASA	2004	-4319.569	-8604.2	-11573.6	2233.8	-3487	0.10248	-2406.0305
TELENOR ASA	2005	-7740.7004	-9201.2	-3710.6	6284.8	-1441	0.03618	-1608.0305
TELENOR ASA	2006	5512.6046	4680.8	4464.4	-5249.2	2050	0.05668	679.9695
TELENOR ASA	2007	15484.8508	15094.8	26614.4	-8426.2	11206	-0.07132	8953.9695
TELES AG	2003	8.8707116	-0.14	30.038	0.976	9.842	0.14188	-18.214
TELES AG	2004	19.9184806	0.29	30.038	-0.614	17.312	0.03538	-10.934
TELES AG	2005	0.2736026	0.57	-20.762	1.516	0.822	0.14358	-19.634
TELES AG	2006	-13.8563974	-0.36	-21.082	-0.664	-11.408	-0.16042	88.306
TELES AG	2007	-15.2063974	-0.36	-18.232	-1.214	-16.568	-0.16042	-39.524
TELESTE OYJ	2003	-7.51939	5.464	-7.52	0.154	-8.802	-0.06568	-7.8571552
TELESTE OYJ	2004	5.0546	0.464	-20.1	-0.426	-2.032	-0.19698	-0.8807112
TELESTE OYJ	2005	1.880181	1.214	-8.14	-0.096	1.258	0.11312	0.9792888
TELESTE OYJ	2006	2.052174	-5.616	8.29	0.894	3.978	0.08722	3.4192888
TELESTE OYJ	2007	-1.467565	-1.526	27.47	-0.526	5.598	0.06232	4.3392888
TELIASONERA AB	2003	19476.36928	35785.6	47586.4	-16823.2	19122.4	0.24928	658.66112
TELIASONERA AB	2004	-4869.09232	-8946.4	-11896.6	4205.8	-4780.6	-0.06232	-164.66528
TELIASONERA AB	2005	-4869.09232	-8946.4	-11896.6	4205.8	-4780.6	-0.06232	-164.66528
TELIASONERA AB	2006	-4869.09232	-8946.4	-11896.6	4205.8	-4780.6	-0.06232	-164.66528
TELIASONERA AB	2007	-4869.09232	-8946.4	-11896.6	4205.8	-4780.6	-0.06232	-164.66528
TENON GROUP PLC	2003	-5.4042832	8.738	-22.21	-0.81	-2.304	-0.21074	-3.816
TENON GROUP PLC	2004	-5.4042832	8.738	4.15	-0.81	-2.304	-0.21074	-3.816
TENON GROUP PLC	2005	-5.4042832	8.738	-14.72	-0.81	-2.304	-0.21074	-3.816
TENON GROUP PLC	2006	14.2425768	-10.562	9.42	0.65	3.196	0.44326	4.174
TENON GROUP PLC	2007	1.9702728	-15.652	23.36	1.78	3.716	0.18896	7.274
TERNA SA	2003	-34.5518932	-56.73	2.988	2.136	-20.348	0.34638	-16.976896
TERNA SA	2004	-4.0535932	-54.55	-12.772	2.136	-0.368	-0.25812	11.809224
TERNA SA	2005	3.2464068	-10.78	7.308	2.136	6.932	-0.25812	18.259224
TERNA SA	2006	0.1331048	52.05	-32.202	7.786	3.122	0.08258	-8.400776
TERNA SA	2007	35.2259748	70.01	34.678	-14.194	10.662	0.08728	-4.690776
TESCO PLC	2003	-171.2324	54	-8307	-194.6	-692	-0.00208	-125.4
TESCO PLC	2004	119.244	-131	-3830	-137.6	-246	0.01302	125.6
TESCO PLC	2005	273.1756	-333	-670	-115.6	19	0.00402	-243.4
TESCO PLC	2006	4.4288	67	4810	98.4	263	-0.00778	-39.4
TESCO PLC	2007	-225.616	343	7997	349.4	656	-0.00718	282.6
TESSI SA	2003	6.1430242	-32.93	-27.012	0.788	-5.778	0.0359	-2.398
TESSI SA	2004	-10.9744808	-30.54	-18.892	2.148	-2.618	0.0114	-0.088
TESSI SA	2005	-4.3787728	-30.32	-10.382	2.568	-0.468	0.0202	-0.038
TESSI SA	2006	4.8589992	-1.71	4.868	-0.532	1.102	-0.0316	0.372
TESSI SA	2007	4.3512302	95.5	51.418	-4.972	7.762	-0.0359	2.152
THALES SA	2003	-277.758432	-214.32	607.02	-78.76	-156.3	0.17302	-117.66
THALES SA	2004	-18.964272	-40.92	71.32	-72.86	-135.5	-0.05338	-116.36
THALES SA	2005	-21.435932	0.48	-209.68	-112.96	89.8	-0.02918	-30.36
THALES SA	2006	83.671188	-114.92	-234.88	140.34	65.9	-0.04598	105.14
THALES SA	2007	234.487448	369.68	-233.78	124.24	136.1	-0.04448	159.24
THERMADOR GROUPE	2003	-3.8228264	1.304	-16.198	-0.234	-6.508	0.00432	-4.23
THERMADOR GROUPE	2004	5.8147186	0.694	-9.068	-0.234	-3.578	0.00642	-2.45
THERMADOR GROUPE	2005	-1.8635144	-0.356	-2.688	-0.304	0.122	0.00272	-0.03
THERMADOR GROUPE	2006	4.3377136	-0.816	4.152	0.476	2.412	-0.00588	1.61
THERMADOR GROUPE	2007	-4.4660914	-0.826	23.802	0.296	7.552	-0.00758	5.1
THOMSON (EX-TMM)	2003	271.76232	-568.8	2550	118.8	317	-0.07914	186.99608
THOMSON (EX-TMM)	2004	-164.67768	-134.8	822	77.8	52	0.43576	-160.00392
THOMSON (EX-TMM)	2005	-97.18008	238.2	357	14.8	-175	-0.21374	93.99608
THOMSON (EX-TMM)	2006	-202.81088	59.2	-1946	-31.2	-207	0.07086	10.01568
THOMSON (EX-TMM)	2007	192.90632	406.2	-1783	-180.2	13	-0.21374	-131.00392
THORNTONS PLC	2003	6.034911	7.514	-12.142	-1.892	0.984	0.02124	1.93
THORNTONS PLC	2004	-0.873689	1.354	-0.482	-0.172	0.824	0.00364	2.07
THORNTONS PLC	2005	-0.873689	1.354	8.468	-0.172	0.824	0.00364	2.07
THORNTONS PLC	2006	-0.816588	-17.206	-2.602	0.938	-1.726	0.00654	-3.86
THORNTONS PLC	2007	-3.470945	6.984	6.758	1.298	-0.906	-0.03506	-2.21
THUS GROUP PLC	2003	-18.546	-19.558	-78.14	-1.184	-3.886	-0.2	-37.802
THUS GROUP PLC	2004	0.254	-1.578	-37.01	-5.154	3.414	-0.2	-15.772
THUS GROUP PLC	2005	16.404	-2.808	-28.77	-16.004	6.964	-0.2	-22.092
THUS GROUP PLC	2006	13.654	27.902	-19.39	0.906	-4.406	-0.2	-15.202
THUS GROUP PLC	2007	-11.766	-3.958	163.31	21.436	-2.086	0.8	90.868
THYSSENKRUPP AG	2003	102.51076	689.2	-7141.2	-384.2	-1352	-0.15664	-724
THYSSENKRUPP AG	2004	211.89556	-22.8	-3936.2	-206.2	-585	0.03296	-332
THYSSENKRUPP AG	2005	-92.97634	417.2	-1214.2	-411.2	-111	0.17006	-217
THYSSENKRUPP AG	2006	916.44966	-466.8	3846.8	-203.2	813	-0.01914	407
THYSSENKRUPP AG	2007	-1137.87964	-616.8	8444.8	1204.8	1235	-0.02724	866
TIETOENATOR OYJ	2003	23.0535536	-98.976	351.276	-21.64	56.852	0.17994	-24.912
TIETOENATOR OYJ	2004	-48.7203934	-101.506	-919.844	4.01	-116.338	-0.17096	-88.822
TIETOENATOR OYJ	2005	-48.7203934	-101.506	-919.844	4.01	-116.338	-0.17096	-88.822
TIETOENATOR OYJ	2006	62.7046266	171.994	761.756	18.41	105.262	0.03414	47.478
TIETOENATOR OYJ	2007	11.6826066	129.994	726.656	-4.79	70.562	0.12784	155.078
TIPIAK SA	2003	-1.9428146	0.512	0.824	4.106	-0.604	0.03444	-0.904
TIPIAK SA	2004	12.6621034	-12.278	8.834	-4.064	0.076	0.02634	-0.754
TIPIAK SA	2005	-3.3483106	-9.788	15.584	0.656	0.446	-0.00036	-0.274
TIPIAK SA	2006	0.1535644	5.432	-19.796	-1.534	0.276	-0.01286	1.256
TIPIAK SA	2007	-7.5245426	16.122	-5.446	0.836	-0.194	-0.04756	0.676
TIVOLI A/S	2003	1.589146	-11.18	-77.26	-23.96	-24.76	0.02672	-15.1
TIVOLI A/S	2004	-11.202534	-3.18	-48.56	9.44	-15.06	-0.00478	-10.4
TIVOLI A/S	2005	34.028826	-36.48	5.14	-13.66	8.94	-0.00218	7.2
TIVOLI A/S	2006	38.128826	-36.48	5.14	-17.76	13.04	-0.00218	7.2
TIVOLI A/S	2007	-62.544264	87.32	115.54	45.94	17.84	-0.01758	11.1
TK DEVELOPMENT	2003	-108.489336	1297.02	-695.82	14.82	-210.06	0.12518	-257.844732
TK DEVELOPMENT	2004	152.410664	2147.72	-155.12	-1.38	-742.06	0.06198	-689.377722
TK DEVELOPMENT	2005	-286.397656	979.92	-66.82	-15.68	306.84	-0.09932	235.740818
TK DEVELOPMENT	2006	-121.989336	-2923.08	-89.02	4.12	83.54	-0.09932	242.140818
TK DEVELOPMENT	2007	364.465664	-1501.58	1006.78	-1.88	561.74	0.01148	469.340818
TOD'S SPA	2003	-10.474317	-3.34	-87.078	9.882	-9.818	0.00182	-6.458
TOD'S SPA	2004	-24.391153	0.97	-73.898	10.352	-26.148	0.01212	-16.598
TOD'S SPA	2005	15.649167	0.72	-24.498	-11.798	-12.998	0.01152	-11.738
TOD'S SPA	2006	29.58285	3.28	57.752	-8.538	12.352	-0.01068	11.032
TOD'S SPA	2007	-10.366547	-1.63	127.722	0.102	36.612	-0.01478	23.762
TOMKINS PLC	2003	-80.06791	-158.4	-793.12	6.94	-105.44	0.03682	-31.3
TOMKINS PLC	2004	81.08241	98.7	182.98	-2.76	-2.84	-0.15128	25.2
TOMKINS PLC	2005	-55.74639	89.4	83.78	22.04	3.26	0.04192	40.6
TOMKINS PLC	2006	12.81694	-333.1	292.08	1.74	57.96	0.07762	-14.2
TOMKINS PLC	2007	41.91495	303.4	234.28	-27.96	47.06	-0.00508	-20.3
TOPDANMARK A/S	2003	-1483.13628	32.6	-2597	236.6	-1153.6	0.16034	-777.6
TOPDANMARK A/S	2004	-691.71728	-860.4	-1594	-95.4	-245.6	-0.13716	39.4
TOPDANMARK A/S	2005	138.61092	83.6	-909	-124.4	-317.6	0.04214	-218.6
TOPDANMARK A/S	2006	862.05212	912.6	2382	5.6	602.4	-0.06006	226.4
TOPDANMARK A/S	2007	1174.19052	-168.4	2718	-22.4	1114.4	-0.00526	730.4
TOPPS TILES PLC	2003	-4.0665486	-44.996	-22.036	2.022	-12.258	0.02758	-4.528
TOPPS TILES PLC	2004	-0.3500206	-41.896	-16.636	2.202	-2.838	-0.03572	4.582
TOPPS TILES PLC	2005	-0.2674156	-42.416	-0.916	-1.368	1.512	-0.04622	2.262
TOPPS TILES PLC	2006	-1.2931426	67.084	5.934	-1.578	3.812	0.01148	-0.128
TOPPS TILES PLC	2007	5.9771274	62.224	33.654	-1.278	9.772	0.04288	-2.188
TOROTRAK PLC	2003	-0.798	0	-0.99	-0.2	-0.862	0.01508	-0.895661
TOROTRAK PLC	2004	-1.238	0	-0.89	-0.23	-1.362	0.01198	-1.277652
TOROTRAK PLC	2005	-0.008	0	-0.6	-0.07	-0.412	0.02198	-0.169589
TOROTRAK PLC	2006	0.642	0	0.92	0.02	0.538	-0.04032	0.326983
TOROTRAK PLC	2007	1.402	0	1.56	0.48	2.098	-0.00872	2.015919
TOTAL GABON	2003	-50.2429004	-79.666	-95.12	-6.36	-107.67	0.09948	-57.056
TOTAL GABON	2004	-83.5429534	-90.026	-128.14	33.54	-154.29	-0.03442	-33.376
TOTAL GABON	2005	78.8002376	-75.376	-98.96	31.43	119.92	-0.04822	-11.836
TOTAL GABON	2006	-99.0740424	-1.996	110.11	16.52	9.24	-0.02042	48.484
TOTAL GABON	2007	154.0596586	247.064	212.11	-75.13	132.8	0.00358	53.784
TOTAL SA	2003	-1517.63562	-743.2	-18609.8	-1520.4	-6928.4	-0.01288	-3382.8
TOTAL SA	2004	220.48698	-2378.2	-16497.8	-818.4	-4937.4	-0.04518	-2298.8
TOTAL SA	2005	1934.49518	-2739.2	1550.2	-1144.4	-1030.4	-0.01378	288.2
TOTAL SA	2006	-659.14832	1749.8	22018.2	849.6	6584.6	0.01232	2949.2
TOTAL SA	2007	21.80178	4110.8	11539.2	2633.6	6311.6	0.05952	2444.2
TOUAX	2003	144.3520916	-5.992	-46.55	-13.35	11.742	-0.02216	-1.398
TOUAX	2004	-544.5702104	-8.032	-26.46	-16.12	5.702	0.56234	-1.348
TOUAX	2005	219.0204866	-15.142	-13.65	-6.52	15.082	-0.43766	-0.698
TOUAX	2006	72.5136436	3.648	27.76	25.9	-20.028	-0.04856	0.162
TOUAX	2007	108.6839886	25.518	58.9	10.09	-12.498	-0.05396	3.282
TRANSGENE SA	2003	0.964	0.762	-0.662	-4.59	1.542	-0.00662	-3.565309
TRANSGENE SA	2004	3.394	0.412	-0.372	-0.53	1.662	-0.00662	0.664691
TRANSGENE SA	2005	0.174	-0.068	-0.362	0.72	0.032	0.02648	1.451236
TRANSGENE SA	2006	-1.906	-0.408	0.548	2.02	-1.248	-0.00662	1.284691
TRANSGENE SA	2007	-2.626	-0.698	0.848	2.38	-1.988	-0.00662	0.164691
TRIBAL GROUP PLC	2003	-28.6887168	-33.388	-77.056	-6.458	-6.108	0.2292	0.196
TRIBAL GROUP PLC	2004	-24.2623948	-5.498	-23.196	-10.218	0.522	0.6261	1.816
TRIBAL GROUP PLC	2005	116.5275652	-3.768	4.444	-15.028	1.552	-0.3739	-5.384
TRIBAL GROUP PLC	2006	-48.2411868	14.322	39.374	25.722	4.432	-0.1075	2.916
TRIBAL GROUP PLC	2007	-15.3352668	28.332	56.434	5.982	-0.398	-0.3739	0.456
TRIFAST PLC	2003	-0.4474018	-0.46	-8.176	-0.364	-1.138	0.04944	-0.266
TRIFAST PLC	2004	-0.4474018	-0.46	-9.456	-0.364	-1.138	0.04944	-0.266
TRIFAST PLC	2005	-1.7716028	-5.45	-7.986	-0.094	0.332	0.00614	1.924
TRIFAST PLC	2006	-0.7070078	1.83	5.474	0.556	-1.648	-0.05506	-1.436
TRIFAST PLC	2007	3.3734142	4.54	20.144	0.266	3.592	-0.04996	0.044
TUI AG	2003	230.559324	1356.72	1046.42	-209.32	-134.8	0.52642	-182.46
TUI AG	2004	181.959324	-277.28	-40.58	-321.42	-34.4	-0.07148	60.54
TUI AG	2005	49.984014	-722.88	-1209.78	173.28	193	-0.09538	273.84
TUI AG	2006	-302.941656	198.42	-1054.68	372.08	157.1	-0.06708	242.24
TUI AG	2007	-159.561006	-554.98	1258.62	-14.62	-180.9	-0.29248	-394.16
UCB SA	2003	71.9179554	-1128.496	-41.816	-116.934	112.144	0.01286	-92.21
UCB SA	2004	193.8791274	-983.646	410.224	-137.314	116.664	0.01416	-94.12
UCB SA	2005	284.0298864	827.574	512.244	-174.124	150.944	-0.01514	-71.15
UCB SA	2006	-325.0355846	-387.216	-512.826	239.686	-223.876	-0.02394	322.74
UCB SA	2007	-224.7913846	1671.784	-367.826	188.686	-155.876	0.01206	-65.26
UK COAL PLC	2003	22.8962392	-11.666	141.562	1.856	36.014	-0.18858	25.696
UK COAL PLC	2004	3.0484402	-34.396	108.812	-16.644	7.074	0.79512	13.666
UK COAL PLC	2005	-13.9115598	-17.196	-21.218	17.136	-9.916	-0.20488	-25.364
UK COAL PLC	2006	-20.9915598	31.014	-113.828	-10.754	-26.506	-0.20488	-45.154
UK COAL PLC	2007	8.9584402	32.244	-115.328	8.406	-6.666	-0.19678	31.156
ULRIC DE VARENS	2003	-3.0106176	0.512	-1.538	0.388	-0.346	0.0118	-0.022
ULRIC DE VARENS	2004	-3.0106176	0.512	-5.408	0.388	-0.346	0.0118	-0.022
ULRIC DE VARENS	2005	3.6437704	-1.018	-4.798	-0.292	-2.276	0.0314	-1.532
ULRIC DE VARENS	2006	1.6159934	-1.448	2.832	-0.402	0.614	-0.0287	0.478
ULRIC DE VARENS	2007	0.7614714	1.442	8.912	-0.082	2.354	-0.0263	1.098
UMECO PLC	2003	10.048795	-18.19	-65.936	-3.352	-6.41	0.00658	-1.742
UMECO PLC	2004	3.024385	-15.19	-62.516	-3.312	-6.64	0.02278	-2.252
UMECO PLC	2005	-0.65276	17.76	-4.616	-0.512	0.05	0.07848	1.698
UMECO PLC	2006	-3.22514	-3.94	46.184	3.888	3.85	-0.04852	0.098
UMECO PLC	2007	-9.19528	19.56	86.884	3.288	9.15	-0.05932	2.198
UMICORE	2003	148.1922348	-374.258	-2897.106	27.55	-116.984	-0.05272	-74.57
UMICORE	2004	63.6450448	84.242	-1392.106	8.05	-77.684	-0.07382	-62.87
UMICORE	2005	76.6743648	56.642	1046.094	-18.05	132.516	0.07738	45.33
UMICORE	2006	-16.7904252	-66.538	497.324	1.56	-17.164	-0.00332	19.23
UMICORE	2007	-271.7212192	299.912	2745.794	-19.11	79.316	0.05248	72.88
UNIBEL	2003	-32.2122088	-1.578	-83.038	-3.056	-33.93	0.05138	-17.506
UNIBEL	2004	8.1639122	5.982	-83.038	-10.266	-33.79	0.05748	-16.816
UNIBEL	2005	44.1211642	-16.318	236.772	-22.996	28.36	0.00848	6.354
UNIBEL	2006	-30.0827558	3.082	-59.368	32.464	4.32	-0.03632	-4.046
UNIBEL	2007	10.0098882	8.832	-11.328	3.854	35.04	-0.08102	32.014
UNIBRA SA	2003	0.6379364	2.15	-2.554	0.262	-2.56	-0.13836	-4.6282892
UNIBRA SA	2004	1.9580624	-0.12	-3.644	0.262	-1.18	0.03774	-3.0925662
UNIBRA SA	2005	1.9580624	-0.12	1.606	0.262	-1.18	0.03774	-3.0925662
UNIBRA SA	2006	-2.0931536	-1.41	-4.104	-0.388	2.25	0.05264	8.1417108
UNIBRA SA	2007	-2.4609076	-0.5	8.696	-0.398	2.67	0.01024	2.6717108
UNILEVER NV	2003	-3609.49412	-9789.6	-32435.2	340.4	-5505	-0.2224	-2629.8
UNILEVER NV	2004	735.83588	6110.4	10257.8	-598.6	2052	0.1141	132.2
UNILEVER NV	2005	1450.85348	2258.4	7733.8	-524.6	1344	0.053	-753.8
UNILEVER NV	2006	851.07648	2609.4	7236.8	411.4	1224	0.0405	1136.2
UNILEVER NV	2007	571.72828	-1188.6	7206.8	371.4	885	0.0148	2115.2
UNILEVER PLC	2003	-958.6171734	1727.656	-5525.438	-13.342	-1075.068	0.084	-498.32
UNILEVER PLC	2004	-1054.6457584	-403.574	-6321.258	-71.182	-967.358	0.0375	-357.79
UNILEVER PLC	2005	1880.2098586	483.766	4287.932	-1259.712	1623.022	-0.0236	786.75
UNILEVER PLC	2006	288.9644366	1010.076	3794.382	692.118	487.702	-0.0361	-454.82
UNILEVER PLC	2007	-155.9113634	-2817.924	3764.382	652.118	-68.298	-0.0618	524.18
UNIPAPEL SA	2003	4.5419044	-6.066	-29.75	-4.736	-1.3	-0.0789	0.658
UNIPAPEL SA	2004	3.8281524	7.544	-20.23	-3.676	-1.17	-0.0789	-3.052
UNIPAPEL SA	2005	4.3408104	4.944	-16.76	-3.856	-0.02	-0.0543	-1.062
UNIPAPEL SA	2006	-9.5394576	-3.146	27.37	7.494	1.43	0.0686	-3.802
UNIPAPEL SA	2007	-3.1714096	-3.276	39.37	4.774	1.06	0.1435	7.258
UNIQ PLC	2003	17.319804	-9.72	45.1	-14.84	10.56	0.1154	6.85848
UNIQ PLC	2004	17.319804	-9.72	37.9	-14.84	10.56	0.1154	6.85848
UNIQ PLC	2005	17.319804	-9.72	-25.4	-14.84	10.56	0.1154	6.85848
UNIQ PLC	2006	-25.979706	14.58	-28.8	22.26	-15.84	-0.1731	-10.28772
UNIQ PLC	2007	-25.979706	14.58	-28.8	22.26	-15.84	-0.1731	-10.28772
UNITED DRUG PLC	2003	-16.8256482	-46.02	-221.126	9.03	-19.058	-0.00522	-11.678
UNITED DRUG PLC	2004	-17.3345522	18.34	-97.436	-2	-4.268	0.02998	0.102
UNITED DRUG PLC	2005	-17.3345522	18.34	-24.086	-2	-4.268	0.02998	0.102
UNITED DRUG PLC	2006	15.3720868	-9.73	109.024	-2.2	8.922	-0.01732	3.522
UNITED DRUG PLC	2007	36.1226658	19.07	233.624	-2.83	18.672	-0.03742	7.952
UPM-KYMMENE OYJ	2003	113.90386	695	552.4	16	403	0.15946	54.2
UPM-KYMMENE OYJ	2004	45.36926	-101	25.4	18	-52	0.19936	-127.8
UPM-KYMMENE OYJ	2005	374.93856	147	-102.6	-120	83	-0.14594	462.2
UPM-KYMMENE OYJ	2006	-691.87694	108	-574.6	217	-507	-0.14594	-232.8
UPM-KYMMENE OYJ	2007	157.66526	-849	99.4	-131	73	-0.06694	-155.8
UPONOR OYJ	2003	6.525512	41.62	53.32	-18.8	3.8	-0.08588	3.02
UPONOR OYJ	2004	10.325822	12.82	-62.88	-36.9	-38.4	0.47082	-59.58
UPONOR OYJ	2005	-9.492948	-13.58	-11.08	-7.1	3.3	-0.11208	-0.28
UPONOR OYJ	2006	-3.509098	-26.48	-52.48	30.7	-0.3	-0.13858	21.52
UPONOR OYJ	2007	-3.849288	-14.38	73.12	32.1	31.6	-0.13428	35.32
UZIN UTZ AG	2003	-6.0927328	-16.278	-17.598	0.36	-3.966	0.0761	-1.976
UZIN UTZ AG	2004	3.1406642	-18.458	-21.028	-1.41	-3.906	0.0807	-2.196
UZIN UTZ AG	2005	-1.3825178	-2.038	-3.138	-0.6	-2.686	-0.0789	-0.826
UZIN UTZ AG	2006	0.8291022	17.362	14.102	-0.2	4.324	-0.0019	1.494
UZIN UTZ AG	2007	3.5054842	19.412	27.662	1.85	6.234	-0.076	3.504
VACON OYJ	2003	-3.4206364	2.78	-37.462	3.126	-6.238	0.01542	-3.836
VACON OYJ	2004	-2.1931954	2.12	-22.652	1.816	-3.748	0.01802	-2.726
VACON OYJ	2005	1.6591226	-1.63	-6.362	0.396	-0.888	0.00312	-0.506
VACON OYJ	2006	-0.9495174	-1.91	14.978	-2.454	2.702	-0.00688	1.614
VACON OYJ	2007	4.9042266	-1.36	51.498	-2.884	8.172	-0.02968	5.454
VALLOUREC	2003	-358.8890372	-226.22	-1012.494	209.806	-401.414	0.01744	-261.276
VALLOUREC	2004	-67.4360872	-75.22	-1186.984	-135.524	-526.674	-0.05736	-286.356
VALLOUREC	2005	-33.7159762	-143.85	-524.734	-108.864	-319.674	-0.06886	-190.306
VALLOUREC	2006	93.1818458	171.68	744.906	-20.784	323.306	0.04154	146.964
VALLOUREC	2007	366.8592548	273.61	1979.306	55.366	924.456	0.06724	590.974
VALTECH	2003	0.6842072	-0.274	9.306	-1.796	-2.64	-0.13546	-5.8120148
VALTECH	2004	4.2542072	-2.374	-10.094	-1.596	0.04	-0.13546	-0.6420148
VALTECH	2005	0.0842812	-2.094	-4.964	1.084	-0.88	0.24524	2.1780592
VALTECH	2006	-3.0850748	0.416	-3.864	1.564	0.85	-0.13546	1.1279852
VALTECH	2007	-1.9376208	4.326	9.616	0.744	2.63	0.16114	3.1479852
VAN DE VELDE NV	2003	-6.9762696	0	-13.18	2.444	-6.57	0.05396	-13.128
VAN DE VELDE NV	2004	-7.0225456	0	-10.36	-0.296	-5.32	0.01306	-6.238
VAN DE VELDE NV	2005	1.7884744	0	-1.4	-2.256	0.11	0.00606	-1.548
VAN DE VELDE NV	2006	6.4766464	0	6.94	0.194	4.16	-0.08264	16.122
VAN DE VELDE NV	2007	5.7336944	0	18	-0.086	7.62	0.00956	4.792
VANCO PLC	2003	-7.2433492	-1.638	-59.724	1.07	-9.634	0.4156	-5.072
VANCO PLC	2004	-7.2433492	-1.638	-35.904	1.07	-9.634	0.4079	-5.072
VANCO PLC	2005	-0.9105352	8.322	-8.704	-0.05	1.866	-0.2739	4.908
VANCO PLC	2006	0.4271128	8.572	33.876	0.32	6.386	-0.2725	1.338
VANCO PLC	2007	14.9701208	-13.618	70.456	-2.41	11.016	-0.2771	3.898
VANTIS PLC	2003	-0.0327364	-18.52	-29.168	0.78	-6.344	-0.1713	-3.23
VANTIS PLC	2004	-2.0122564	-6.22	-24.068	0.04	-0.794	0.1695	1.17
VANTIS PLC	2005	-2.0122564	-6.22	-10.158	0.04	-0.794	0.1695	1.17
VANTIS PLC	2006	-0.5027364	13.96	22.892	0.87	-1.234	-0.1713	-1.99
VANTIS PLC	2007	4.5599856	17	40.502	-1.73	9.166	0.0036	2.88
VARTA AG	2003	-31.2571776	44.14	632.486	11.87	51.27	0.01738	114.774
